iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
0,0.014859018381685019,-1.5195721075663964e-17,-5.681900170184434e-17,1.0,0.0,2023-07-16_19:34:31,0.08748866352592401,0.7,16,0.001,0.001,1000,6
1,0.00947662931867,0.025786266846832405,-0.08325378031056566,0.9961946980917455,0.08726646259971634,2023-07-16_19:34:31,0.08748866352592401,0.7,16,0.001,0.001,1000,6
2,0.007770482101477835,-0.006074930289385756,-0.16388089347630133,0.9864614275152315,0.1647375614799747,2023-07-16_19:34:31,0.08748866352592401,0.7,16,0.001,0.001,1000,6
5,0.007710230071097867,-0.002704345765473623,-0.13440805680493054,0.9909223787865037,0.1348435272765459,2023-07-16_19:34:31,0.03000861158939193,0.3429999999999999,16,0.001,0.001,1000,6
7,0.007663333672099522,-0.004850918841013737,-0.14437486226502153,0.9895111761533337,0.14496352100018547,2023-07-16_19:34:31,0.010292953775161429,0.24009999999999995,16,0.001,0.001,1000,6
9,0.007662480929866707,-0.0043252637620326264,-0.1467642711895906,0.9891620397061228,0.14736074082740117,2023-07-16_19:34:31,0.0024713382014162587,0.16806999999999994,16,0.001,0.001,1000,6
0,0.01588754542171955,-1.5195721075663964e-17,-5.681900170184434e-17,1.0,0.0,2023-07-16_19:34:53,0.17632698070846498,0.7,16,0.001,0.001,1000,6
1,0.008195731905289695,0.0069576173044891875,-0.17350873513598705,0.9848077530122081,0.17453292519943253,2023-07-16_19:34:53,0.17632698070846498,0.7,16,0.001,0.001,1000,6
5,0.007961682393215597,-0.008065234668051754,-0.1594059351453841,0.9871801759710206,0.16029541086247956,2023-07-16_19:34:53,0.020744692953370187,0.24009999999999995,16,0.001,0.001,1000,6
7,0.007930730353109539,-0.0067469930455601275,-0.15466393416777427,0.9879441004189404,0.15543617263393614,2023-07-16_19:34:53,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
8,0.007923219352960587,-0.0064943378652177345,-0.1497478067917277,0.9887028966968588,0.1504555640273258,2023-07-16_19:34:53,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
9,0.007921512587927282,-0.0015605866129860904,-0.14907607294148859,0.9888244986071933,0.14964209938481055,2023-07-16_19:34:53,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
0,0.015272064600139856,-1.5195721075663964e-17,-5.681900170184434e-17,1.0,0.0,2023-07-16_19:35:20,0.2679491924311227,0.7,16,0.001,0.001,1000,6
2,0.009861333761364222,-0.05778616950892985,-0.17505877794294938,0.9828607138748635,0.18541019562255726,2023-07-16_19:35:20,0.18756443470178588,0.48999999999999994,16,0.001,0.001,1000,6
5,0.008212001295760971,-0.01174627862868756,-0.1310680964685647,0.99130377736922,0.13197617958886715,2023-07-16_19:35:20,0.06433460110271254,0.3429999999999999,16,0.001,0.001,1000,6
8,0.00820210587698992,-0.002556049128855762,-0.15093435881747594,0.9885404827022554,0.15153528423661958,2023-07-16_19:35:20,0.022066768178230396,0.3429999999999999,16,0.001,0.001,1000,6
10,0.008162558660842478,-0.006200884119493787,-0.14437140613716803,0.9895041415406575,0.14501221003744372,2023-07-16_19:35:20,0.007568901485133024,0.24009999999999995,16,0.001,0.001,1000,6
12,0.008159969933331013,-0.0060593218621628015,-0.14257850729345253,0.9897649488017555,0.14319607806869838,2023-07-16_19:35:20,0.0018172932465804388,0.16806999999999994,16,0.001,0.001,1000,6
13,0.008159860153683099,-0.006205710574055774,-0.14078526848712744,0.9900207055073539,0.14139262020015356,2023-07-16_19:35:20,0.0018172932465804388,0.16806999999999994,16,0.001,0.001,1000,6
0,0.015320658218115568,-1.5195721075663964e-17,-5.681900170184434e-17,1.0,0.0,2023-07-16_19:35:55,0.36397023426620234,0.7,16,0.001,0.001,1000,6
2,0.011907289386727454,-0.0040665962550637934,-0.24685847502580174,0.9690430104504308,0.24947161718505376,2023-07-16_19:35:55,0.25477916398634165,0.48999999999999994,16,0.001,0.001,1000,6
