iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,desviacion,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
15.0,0.014482988743112171,-0.0004203581266079864,0.9997603516354837,-0.02188749864053821,0.0018052470528580869,2023-07-12_15:39:08,5,0.268,0.7,16,0.0001,0.0001,1000,6
21.0,0.01545959152281285,0.006798982767246824,0.9996133672896971,-0.026960893328739393,0.007566275222239219,2023-07-12_15:39:08,10,0.268,0.7,16,0.0001,0.0001,1000,6
23.0,0.01522118062712349,-0.005448474548595645,0.9996829363536658,-0.024583345752887068,0.00552921636324812,2023-07-12_15:39:08,15,0.268,0.7,16,0.0001,0.0001,1000,6
18.0,0.015381819568574791,0.008100975408009354,0.9999631539543822,0.0028398822234966085,0.027695834944651155,2023-07-12_15:39:08,20,0.268,0.7,16,0.0001,0.0001,1000,6
15.0,0.01602281187661185,-4.4925610600801936e-05,0.9999602041594147,-0.008921215116305763,0.014723607745447292,2023-07-12_15:39:08,25,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.014667988987639814,-0.0022842943026923457,0.9997296247696877,-0.023139994757946956,0.002338967425027138,2023-07-12_15:39:08,30,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.013959219912067056,0.0004220985426271777,0.9994155330643233,-0.034182072824432766,0.010552308328097998,2023-07-12_15:41:36,5,0.268,0.7,16,0.0001,0.0001,1000,6
18.0,0.016460699960589808,-0.0020137865450861824,0.999997446203693,-0.0010257923001450865,0.02270853022465081,2023-07-12_15:41:36,10,0.268,0.7,16,0.0001,0.0001,1000,6
14.0,0.01432662270963192,0.0018429511125163135,0.9998100393901156,-0.019403315848904246,0.004623488777401884,2023-07-12_15:41:36,15,0.268,0.7,16,0.0001,0.0001,1000,6
12.0,0.014497514581309478,0.01350419334022387,0.9996751439583383,-0.02161581166890325,0.013655634110746849,2023-07-12_15:41:36,20,0.268,0.7,16,0.0001,0.0001,1000,6
25.0,0.013986176345498365,-0.004258267572499884,0.9999574723001877,0.008180510271367245,0.032109069722633374,2023-07-12_15:41:36,25,0.268,0.7,16,0.0001,0.0001,1000,6
19.0,0.01320695574395422,-6.019752022981316e-05,0.9999465882296773,-0.010335234108945438,0.013309590669206544,2023-07-12_15:41:36,30,0.268,0.7,16,0.0001,0.0001,1000,6
18.0,0.016329763457179347,-0.0008111136064300648,0.9999919072349805,-0.003940502412606965,0.019721043958798194,2023-07-12_15:43:59,5,0.268,0.7,16,0.0001,0.0001,1000,6
19.0,0.015212844824418436,0.003518744323506262,0.9998544327417487,-0.01669526175480466,0.007788856657213755,2023-07-12_15:43:59,10,0.268,0.7,16,0.0001,0.0001,1000,6
16.0,0.012451739283278867,0.0050135202266518,0.9999657631635235,-0.0065830931733493435,0.017782942124409798,2023-07-12_15:43:59,15,0.268,0.7,16,0.0001,0.0001,1000,6
14.0,0.01337355002760914,-0.00245005484888509,0.9998923446371563,-0.01446707873925529,0.009498655323872516,2023-07-12_15:43:59,20,0.268,0.7,16,0.0001,0.0001,1000,6
22.0,0.016292518703266978,-0.002256269391966336,0.9982660347920743,-0.05882034536569631,0.03528178203476456,2023-07-12_15:43:59,25,0.268,0.7,16,0.0001,0.0001,1000,6
15.0,0.015566139249131448,-0.012784731318124732,0.999627333798658,-0.024119373286006503,0.012794041936401133,2023-07-12_15:43:59,30,0.268,0.7,16,0.0001,0.0001,1000,6
13.0,0.013531178934500914,0.010806461717337217,0.9999375595548424,-0.0028455889825409622,0.023438652905885357,2023-07-12_15:46:20,5,0.268,0.7,16,0.0001,0.0001,1000,6
16.0,0.015484006144106388,-0.003044041211501364,0.9996909497437412,-0.02467263288664919,0.0032137037774325216,2023-07-12_15:46:20,10,0.268,0.7,16,0.0001,0.0001,1000,6
23.0,0.013872438110411833,-0.0012763447393686637,0.9998918938897957,-0.014648258517096354,0.009086167403977687,2023-07-12_15:46:20,15,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.01496330182999469,0.0011023703435370802,0.9999522866437124,-0.009706143190602931,0.01398209243013109,2023-07-12_15:46:20,20,0.268,0.7,16,0.0001,0.0001,1000,6
18.0,0.015100033953787801,-0.00354776096324946,0.9998755725088108,-0.01537052023601313,0.009002203318420806,2023-07-12_15:46:20,25,0.268,0.7,16,0.0001,0.0001,1000,6
15.0,0.01540016382932663,0.002125861447066671,0.9998323225833518,-0.01818811234537563,0.0058552616525917945,2023-07-12_15:46:20,30,0.268,0.7,16,0.0001,0.0001,1000,6
12.0,0.014055376406759672,0.001796746601397809,0.99990309312362,-0.013804928955536826,0.010002180847741472,2023-07-12_15:48:30,5,0.268,0.7,16,0.0001,0.0001,1000,6
21.0,0.015090113971383353,-0.0016857228167801964,0.9999108013472271,-0.01324944103465915,0.010530817122786564,2023-07-12_15:48:30,10,0.268,0.7,16,0.0001,0.0001,1000,6
12.0,0.012243705103174216,0.009992105730971635,0.9998255489916967,-0.01578066559157648,0.01271481425318182,2023-07-12_15:48:30,15,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.014001517323777366,-0.005954756865074483,0.9996772424591285,-0.024697201865606436,0.00604757374162324,2023-07-12_15:48:30,20,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.01610939414240519,0.0013231762082913476,0.9991917335984198,-0.04017622074444559,0.01659502929328194,2023-07-12_15:48:30,25,0.268,0.7,16,0.0001,0.0001,1000,6
17.0,0.013405104633422637,0.01031676336369746,0.9995694964709986,-0.027466090337209717,0.011003552549249023,2023-07-12_15:48:30,30,0.268,0.7,16,0.0001,0.0001,1000,6
11.0,0.01600434957072204,0.0022330353909047326,0.999704422660551,-0.02420910708549917,0.0023038139130702406,2023-07-12_15:50:48,5,0.268,0.7,16,0.0001,0.0001,1000,6
