iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,desviacion,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
1.0,3.635802589112649e-19,0.1145328312532941,0.9796069748896647,-0.1650830255132986,0.2206318980464011,2023-06-26_12:32:34,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,1
1.0,1.4819544515734656e-18,0.2033713097634321,0.9727435176913392,-0.1114008938679827,0.2470330921127654,2023-06-26_12:32:34,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,1
1.0,1.849171565144185e-18,0.0201112246050969,0.9954956472992452,0.0926496349325783,0.0768321959768051,2023-06-26_12:32:34,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,1
1.0,8.192678855314068e-18,-0.3533089319832426,0.8856145182664458,-0.3014294670674249,0.4933656763999657,2023-06-26_12:32:34,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,1
1.0,2.7115125236095444e-19,0.2958343359388836,0.7782906138258028,-0.5538463379948043,0.6978991836714205,2023-06-26_12:32:34,25.0,0.4663076581549986,0.7,12,0.0001,0.01,2000,1
1.0,1.1208968970750918e-17,-0.552575069973877,0.8334333684614846,-0.0070436054906533,0.5825404216663235,2023-06-26_12:32:34,30.0,0.5773502691896257,0.7,12,0.0001,0.01,2000,1
6.0,0.000653252005577,-0.0037427359399265,0.999772195681978,0.0210130594850022,0.00134817021243,2023-06-26_12:34:34,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,2
6.0,0.000704089005013,-0.0104984663549333,0.999655739989649,0.0240454509199054,0.0082381380606446,2023-06-26_12:34:34,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,2
5.0,0.0006679419311701,-0.0010862555806225,0.9995349325609396,0.0304752135219986,0.0110619895832342,2023-06-26_12:34:34,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,2
6.0,0.0006944457418285,0.0018874723220583,0.9991865550950116,0.0402823232398128,0.0213017050033311,2023-06-26_12:34:34,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,2
6.0,0.0007263519801201,0.0237547009966679,0.9991070348782626,0.0349406215932826,0.0312515324639112,2023-06-26_12:34:34,25.0,0.4663076581549986,0.7,12,0.0001,0.01,2000,2
9.0,0.0006798499962314,-0.0051867931230913,0.9993399390399412,0.0359552974781853,0.0163627223987119,2023-06-26_12:34:34,30.0,0.5773502691896257,0.7,12,0.0001,0.01,2000,2
5.0,0.0018235240713696,-0.0331457716686512,0.9989140741230438,0.0327418744025408,0.0323977523611034,2023-06-26_12:36:34,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,3
6.0,0.0016725527821108,-0.0068782416276175,0.9995735886399802,0.028378348886143,0.0093254013788942,2023-06-26_12:36:34,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,3
6.0,0.0014538933755841,-0.0097743061133142,0.9998696091812392,0.0128540879006761,0.0092688053860326,2023-06-26_12:36:34,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,3
5.0,0.0019508395344019,-0.0105209873129265,0.9998993665932946,0.0095165914218086,0.0123517977421811,2023-06-26_12:36:34,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,3
8.0,0.0015241836663335,-0.0023212766431063,0.999774290625853,0.0211182262114749,0.0018620697356333,2023-06-26_12:36:34,25.0,0.4663076581549986,0.7,12,0.0001,0.01,2000,3
7.0,0.0016743862070143,0.006722413858638,0.999356025885072,0.035246881835258,0.0186299317297212,2023-06-26_12:36:34,30.0,0.5773502691896257,0.7,12,0.0001,0.01,2000,3
6.0,0.0021319272345872,-0.0030638145320095,0.9996429803126996,0.0265428889169398,0.0068738294200705,2023-06-26_12:39:01,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,4
7.0,0.00216320931213,-0.0019284324561204,0.999659890474427,0.0260073936586953,0.0065184113083036,2023-06-26_12:39:01,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,4
6.0,0.0022148867719814,-0.0101947839016418,0.9992375653613532,0.0376875888312541,0.0192117280419701,2023-06-26_12:39:01,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,4
6.0,0.0021453705849136,0.0004740120777091,0.9996136150167324,0.0277920129844946,0.0090347614740735,2023-06-26_12:39:01,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,4
8.0,0.0025174166075888,-0.0122430016396421,0.9995606951894868,0.0269912123321937,0.0113883810971575,2023-06-26_12:39:01,25.0,0.4663076581549986,0.7,12,0.0001,0.01,2000,4
7.0,0.0020489376038314,-0.0077485600709005,0.9995314103368622,0.029612827741212,0.0107977288323349,2023-06-26_12:39:01,30.0,0.5773502691896257,0.7,12,0.0001,0.01,2000,4
7.0,0.0028481619083325,-0.0052512001639205,0.999641290650466,0.026262424174254,0.0068054280954459,2023-06-26_12:41:59,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,5
7.0,0.0036342816893012,0.0058234110994719,0.9996775490640142,0.0247161036680995,0.0106038191851403,2023-06-26_12:41:59,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,5
9.0,0.0031971700955194,-0.0059950812336175,0.9996985587903564,0.0238086235109639,0.0048151811366426,2023-06-26_12:41:59,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,5
9.0,0.0034619446378203,-0.0010065879434183,0.999867598675276,0.0162410560016747,0.0042586590337191,2023-06-26_12:41:59,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,5
