iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
0,0.022484667599201202,-7.898338376242528e-18,5.889515580268716e-17,1.0,0.0,2023-07-16_12:59:21,0.08748866352592401,0.7,16,0.001,0.001,1000,6
1,0.01250261627137661,0.07833312953166716,0.0382105261894027,0.9961946980917455,0.08726646259971634,2023-07-16_12:59:21,0.08748866352592401,0.7,16,0.001,0.001,1000,6
2,0.007983644260093913,0.12672102407755992,0.1100538545882519,0.9858143492296114,0.16863758184321279,2023-07-16_12:59:21,0.08748866352592401,0.7,16,0.001,0.001,1000,6
5,0.00787318660877687,0.15053743415755372,0.12745695745821045,0.9803536121791749,0.19855002938414687,2023-07-16_12:59:21,0.03000861158939193,0.3429999999999999,16,0.001,0.001,1000,6
7,0.007816426455974579,0.14184545160775716,0.12230140228332717,0.9823045530067156,0.18840319959195198,2023-07-16_12:59:21,0.010292953775161429,0.24009999999999995,16,0.001,0.001,1000,6
0,0.022543499246239662,-7.898338376242528e-18,5.889515580268716e-17,1.0,0.0,2023-07-16_12:59:41,0.17632698070846498,0.7,16,0.001,0.001,1000,6
1,0.008452010690235157,0.12016323122986275,0.12535743881973804,0.9848077530122081,0.17453292519943253,2023-07-16_12:59:41,0.17632698070846498,0.7,16,0.001,0.001,1000,6
5,0.008225195575505502,0.13854461502262364,0.1158301427217139,0.9835592344568275,0.18158201395413656,2023-07-16_12:59:41,0.020744692953370187,0.24009999999999995,16,0.001,0.001,1000,6
7,0.008222633041441817,0.14116576824743982,0.11997509546967224,0.9826892704930451,0.18633789151026392,2023-07-16_12:59:41,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
0,0.023908602772280574,-7.898338376242528e-18,5.889515580268716e-17,1.0,0.0,2023-07-16_13:00:04,0.2679491924311227,0.7,16,0.001,0.001,1000,6
1,0.012279831571505063,0.16125510211615457,0.20244527692512196,0.9659258262890684,0.26179938779914974,2023-07-16_13:00:04,0.2679491924311227,0.7,16,0.001,0.001,1000,6
4,0.00896811531856656,0.11369930180504653,0.12660160053331945,0.9854159038251041,0.1709952280058774,2023-07-16_13:00:04,0.09190657300387507,0.3429999999999999,16,0.001,0.001,1000,6
7,0.008519587107003151,0.14339446701352634,0.11638569647534142,0.982798248108866,0.1857487339572331,2023-07-16_13:00:04,0.03152395454032915,0.3429999999999999,16,0.001,0.001,1000,6
10,0.008514325600117445,0.1410875634148923,0.117560611373118,0.9829922696050196,0.1846952123545789,2023-07-16_13:00:04,0.0025961332094006275,0.16806999999999994,16,0.001,0.001,1000,6
0,0.02353129256516695,-7.898338376242528e-18,5.889515580268716e-17,1.0,0.0,2023-07-16_13:00:36,0.36397023426620234,0.7,16,0.001,0.001,1000,6
1,0.02100839139893691,0.28299161954664726,0.19207686405935692,0.9396926207859084,0.3490658503988658,2023-07-16_13:00:36,0.36397023426620234,0.7,16,0.001,0.001,1000,6
3,0.011843202053569464,0.07118305245693267,0.0736666557354839,0.9947392607490985,0.10261927982179722,2023-07-16_13:00:36,0.25477916398634165,0.48999999999999994,16,0.001,0.001,1000,6
6,0.010007647215389104,0.10744294982588135,0.15195819083068526,0.9825297556675717,0.18719695987112464,2023-07-16_13:00:36,0.08738925324731517,0.3429999999999999,16,0.001,0.001,1000,6
7,0.009651205036789193,0.1708264037907136,0.09217899673399776,0.9809798022023929,0.19534994318765206,2023-07-16_13:00:36,0.08738925324731517,0.7,16,0.001,0.001,1000,6
9,0.008923666551709744,0.1257467253792278,0.13335060124237902,0.9830591936423245,0.1843304393962227,2023-07-16_13:00:36,0.06117247727312061,0.48999999999999994,16,0.001,0.001,1000,6
11,0.008760123164393008,0.15425211140239856,0.12458600745997934,0.9801451998928955,0.19960386966095814,2023-07-16_13:00:36,0.029974513863829096,0.3429999999999999,16,0.001,0.001,1000,6
13,0.00867959123570529,0.1462720794326046,0.11841592884228198,0.9821314303976234,0.18932532280810202,2023-07-16_13:00:36,0.010281258255293378,0.24009999999999995,16,0.001,0.001,1000,6
15,0.008667583577335242,0.14390806229390984,0.11907342060542146,0.982401135031987,0.18788682023671277,2023-07-16_13:00:36,0.00246853010709594,0.16806999999999994,16,0.001,0.001,1000,6
16,0.008663479005917914,0.14201610496182865,0.1206568874397166,0.9824832525009423,0.18744667048834635,2023-07-16_13:00:36,0.00246853010709594,0.16806999999999994,16,0.001,0.001,1000,6
17,0.008663187967614318,0.14030058803359047,0.11894134570882633,0.9829388085117008,0.18498609391294202,2023-07-16_13:00:36,0.00246853010709594,0.16806999999999994,16,0.001,0.001,1000,6
0,0.02487032487988472,-7.898338376242528e-18,5.889515580268716e-17,1.0,0.0,2023-07-16_13:01:04,0.4663076581549986,0.7,16,0.001,0.001,1000,6
2,0.01790242595598161,0.198565489420581,0.23845242262429306,0.9506377798908323,0.3155115113618157,2023-07-16_13:01:04,0.32641536070849897,0.48999999999999994,16,0.001,0.001,1000,6
4,0.012846464407631299,0.07025411787246795,0.06025665118095638,0.9957075348265766,0.09268807441729104,2023-07-16_13:01:04,0.22849075249594927,0.48999999999999994,16,0.001,0.001,1000,6
6,0.010746300918981771,0.20027777245485587,0.14666134092064595,0.9686997806027825,0.2508580479290023,2023-07-16_13:01:04,0.15994352674716447,0.48999999999999994,16,0.001,0.001,1000,6
8,0.0106229872908445,0.09008172129941926,0.14548186059180282,0.9852513951913395,0.17195930698452308,2023-07-16_13:01:04,0.11196046872301513,0.48999999999999994,16,0.001,0.001,1000,6
9,0.01021122804377245,0.19448344770339315,0.10789523045712086,0.9749537464998052,0.2242833473426525,2023-07-16_13:01:04,0.11196046872301513,0.48999999999999994,16,0.001,0.001,1000,6
