iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,desviacion,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
1.0,2.873032566305171e-18,-0.2272375325179584,0.9614275297772994,0.1549845437502391,0.2776673617677332,2023-06-26_10:46:07,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,1
1.0,3.625578895235435e-19,-0.083126801108322,0.9173912481861376,0.3892084694466166,0.4101898018285841,2023-06-26_10:46:07,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,1
1.0,5.784347878539908e-19,-0.0263347726318944,0.992467930072182,0.1196406600143323,0.1236831972125774,2023-06-26_10:46:07,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,1
7.0,2.5778666968734563e-20,0.0899446013735362,0.9777712901966772,-0.1894018863254745,0.2109570863728874,2023-06-26_10:46:07,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,1
1.0,1.0848908003454548e-18,-0.1676622498748482,0.8168377579949198,-0.5519650777728035,0.6130021878727806,2023-06-26_10:46:07,25.0,0.4663076581549986,0.7,12,0.0001,0.01,2000,1
1.0,2.8797595092391817e-19,0.1455594979977056,0.4926830021342382,0.8579486534464926,1.057293733578376,2023-06-26_10:46:07,30.0,0.5773502691896257,0.7,12,0.0001,0.01,2000,1
6.0,0.0003949555684815,-0.0040587160711172,0.9999867112015118,0.0031787173888218,0.0049142042955835,2023-06-26_10:48:06,5.0,0.087488663525924,0.7,12,0.0001,0.01,2000,2
7.0,0.0003948693047277,-0.0010011381012846,0.9999559635756684,-0.0093310573869459,0.008075138222447,2023-06-26_10:48:06,10.0,0.1763269807084649,0.7,12,0.0001,0.01,2000,2
8.0,0.0003729417512659,0.0025478793237923,0.9999809964956576,-0.0056138185313164,0.0063265028933772,2023-06-26_10:48:06,15.0,0.2679491924311227,0.7,12,0.0001,0.01,2000,2
9.0,0.0004907676484438,-0.0264245236299941,0.9995983950486164,-0.0102368533816946,0.0258975844259751,2023-06-26_10:48:06,20.0,0.3639702342662023,0.7,12,0.0001,0.01,2000,2
