iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
0,0.1393923107534647,4.967651288829896e-17,8.709894122788072e-17,1.0,0.0,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
1,0.13784068636596242,-0.0643598217084027,0.05877020370526711,0.9961946980917455,0.08726646259971634,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
2,0.13622346520423909,-0.13144234494386933,0.1133701265827961,0.9848198436030103,0.17446328450957663,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
3,0.13445628993213338,-0.20123733791911444,0.16221416661104868,0.9660176488956663,0.26144437730333603,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
4,0.1326657589524993,-0.2856059964811758,0.1651184728298588,0.9440154155014258,0.3361990641054314,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
5,0.13046948239207357,-0.36531241644668294,0.18212046860679862,0.9128959268746494,0.42047309948329054,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
6,0.127581799402833,-0.4324534257200936,0.22191532687488671,0.8739208329596951,0.5075851575321388,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
7,0.1245776005089285,-0.507313337405516,0.2313421240821833,0.8301289052403974,0.591457491695929,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
8,0.12149495258927374,-0.5703837915967666,0.2622527197662898,0.7783866913423432,0.6787044618267671,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
9,0.11872859112918444,-0.6333255688890369,0.281144958858973,0.7210105657336542,0.7655367046436503,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
10,0.11698218993842621,-0.6837176386225626,0.31490086472288725,0.6583066428596667,0.8522293465241528,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
11,0.11620966717600877,-0.7447174775683044,0.2879238546874549,0.6020761849684964,0.9246974532274478,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
12,0.11607164330780534,-0.7967145581502317,0.2866730645648637,0.532038031426768,1.0097906057562616,2023-07-14_04:41:47,0.08748866352592401,0.7,16,0.001,0.001,1000,6
15,0.11606951430440093,-0.8141247999496086,0.27020381330580734,0.5139948534586799,1.030960871281911,2023-07-14_04:41:47,0.03000861158939193,0.3429999999999999,16,0.001,0.001,1000,6
18,0.11606889590621096,-0.8130268138312382,0.2723306814500429,0.514609949313439,1.030243649391986,2023-07-14_04:41:47,0.0024713382014162587,0.16806999999999994,16,0.001,0.001,1000,6
0,0.13625028170645237,4.967651288829896e-17,8.709894122788072e-17,1.0,0.0,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
1,0.13410321436822534,0.01997656598823258,0.17249529390207616,0.9848077530122081,0.17453292519943253,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
2,0.13356450758874416,-0.1475804398907471,0.21632310714994643,0.9651032727509767,0.26495886863381246,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
3,0.1317868251353505,-0.3112209162692114,0.2515226099304148,0.9164485353637404,0.4116833233856514,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
4,0.1267276778817178,-0.4399419020088916,0.33464443463652366,0.8333452017163118,0.5856640723969939,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
5,0.12029340676963418,-0.5703204674674394,0.38139232850732535,0.727512512705783,0.7561069560495915,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
6,0.11705064587295239,-0.6995285236938786,0.37057561393144234,0.6110102772441701,0.9134601528507423,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
7,0.1152354758232832,-0.8129575460877327,0.29852753541778376,0.49998133850814463,1.0472190994972514,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
8,0.11421686410903951,-0.897788094285699,0.26564403838437994,0.35129728525807163,1.2118399849387886,2023-07-14_04:42:13,0.17632698070846498,0.7,16,0.001,0.001,1000,6
13,0.11421529017388828,-0.89831349293879,0.26883319318856735,0.34750767278457123,1.2158845168543877,2023-07-14_04:42:13,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
0,0.14244756661355495,4.967651288829896e-17,8.709894122788072e-17,1.0,0.0,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
1,0.14005398005247216,-0.25824057398820865,0.017294625003774714,0.9659258262890684,0.2617993877991489,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
2,0.13499149121344184,-0.3935739727333599,0.22747324093666804,0.8907050312222611,0.4719025611922914,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
3,0.12457002326846153,-0.5732797631530893,0.345749780656101,0.7428373996611883,0.7334976093694514,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
4,0.11931988596916326,-0.7572706152802117,0.3398016426095528,0.5577419285950977,0.9791335420958366,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
5,0.11508345790207415,-0.8999410305304096,0.24458381861169418,0.36094999271531547,1.201509968014177,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
6,0.1148637142032385,-0.9773739903695858,0.17260272743203975,0.12226357361067888,1.448226078653532,2023-07-14_04:42:42,0.2679491924311227,0.7,16,0.001,0.001,1000,6
8,0.11433348804712401,-0.9300843072456393,0.218531825941974,0.29527448664906036,1.2710535243827263,2023-07-14_04:42:42,0.18756443470178588,0.48999999999999994,16,0.001,0.001,1000,6
11,0.11416583508253098,-0.9391639802209221,0.21838847631099273,0.26509902238627414,1.302489709171083,2023-07-14_04:42:42,0.03152395454032914,0.24009999999999995,16,0.001,0.001,1000,6
12,0.11405711993575245,-0.9465924521724685,0.22118794792082613,0.23460311418369229,1.3339860592449806,2023-07-14_04:42:42,0.03152395454032914,0.24009999999999995,16,0.001,0.001,1000,6
14,0.114048084244133,-0.9485084741763524,0.2205998870102166,0.22730456279346312,1.3414874324493922,2023-07-14_04:42:42,0.007568901485133025,0.16806999999999994,16,0.001,0.001,1000,6
16,0.11404669657349623,-0.9487683840238681,0.2207521764252002,0.22606864019645734,1.34275638893082,2023-07-14_04:42:42,0.001272105272606307,0.11764899999999996,16,0.001,0.001,1000,6
17,0.11404602602124234,-0.9489569190262267,0.2211577702579483,0.2248777589864857,1.343978746708887,2023-07-14_04:42:42,0.001272105272606307,0.11764899999999996,16,0.001,0.001,1000,6
0,0.13823094591498375,4.967651288829896e-17,8.709894122788072e-17,1.0,0.0,2023-07-14_04:43:06,0.36397023426620234,0.7,16,0.001,0.001,1000,6
1,0.13330616243183652,-0.25839467968156893,0.224075808495184,0.9396926207859084,0.3490658503988658,2023-07-14_04:43:06,0.36397023426620234,0.7,16,0.001,0.001,1000,6
2,0.12425691448152096,-0.5623990142684208,0.27516770835716914,0.7797371871517818,0.6765503764589951,2023-07-14_04:43:06,0.36397023426620234,0.7,16,0.001,0.001,1000,6
3,0.11777004040777703,-0.7987007129268598,0.2925581820604964,0.5258201986226694,1.0171172370422776,2023-07-14_04:43:06,0.36397023426620234,0.7,16,0.001,0.001,1000,6
6,0.1172585338354111,-0.8576151230083464,0.30113352519174097,0.41691114256274525,1.1407519460862654,2023-07-14_04:43:06,0.12484179035330739,0.3429999999999999,16,0.001,0.001,1000,6
9,0.11724843271076726,-0.853873247234138,0.29876822286031185,0.4261901297152711,1.130519255182791,2023-07-14_04:43:06,0.010281258255293378,0.16806999999999994,16,0.001,0.001,1000,6
