iteration,loss,normal_x,normal_y,normal_z,angle_diff,timestamp,delta_radius,decrease_factor,phi_simmetries,epsilon_radius,chi_convergence,n_sample_points,n_angles
0,0.12838808819651604,-4.730018144258383e-17,-8.542604044480502e-18,1.0,0.0,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
1,0.12686079367995262,-3.98247886682937e-05,0.08715573364892397,0.9961946980917455,0.08726646259971634,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
2,0.12468684837222166,0.006959804149077328,0.1733677455653616,0.9848325674569208,0.17438996655469166,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
3,0.1229630913585432,0.010199117810853153,0.25847969746716926,0.9659628481433233,0.2616563081371335,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
4,0.12211992219090606,-0.02414325103059198,0.33498383279836835,0.9419145052463034,0.3425104133865114,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
5,0.12197263538837452,-0.10998329646561586,0.3465865592249868,0.9315478685838646,0.3721495863847512,2023-07-14_08:09:08,0.08748866352592401,0.7,16,0.001,0.001,1000,6
9,0.12196774594485837,-0.10064461201507541,0.34297802113957004,0.9339361536462326,0.3655252249708301,2023-07-14_08:09:08,0.010292953775161429,0.24009999999999995,16,0.001,0.001,1000,6
10,0.12196195870637969,-0.09607919842999373,0.3517695422007464,0.9311428337311775,0.3732619016889935,2023-07-14_08:09:08,0.010292953775161429,0.24009999999999995,16,0.001,0.001,1000,6
12,0.12195857614278793,-0.09364486682690476,0.3515171646015816,0.9314860825087166,0.372319469371716,2023-07-14_08:09:08,0.0024713382014162587,0.16806999999999994,16,0.001,0.001,1000,6
13,0.12195746414363463,-0.09130657029933581,0.3508733716316109,0.9319608292734399,0.37101223212567724,2023-07-14_08:09:08,0.0024713382014162587,0.16806999999999994,16,0.001,0.001,1000,6
0,0.12758705019950867,-4.730018144258383e-17,-8.542604044480502e-18,1.0,0.0,2023-07-14_08:09:29,0.17632698070846498,0.7,16,0.001,0.001,1000,6
1,0.12401658110320665,0.05068918184230707,0.16608520840581598,0.9848077530122081,0.17453292519943253,2023-07-14_08:09:29,0.17632698070846498,0.7,16,0.001,0.001,1000,6
2,0.12185797654092359,0.025937013371648873,0.3333495112227307,0.9424464837352439,0.3409229152725272,2023-07-14_08:09:29,0.17632698070846498,0.7,16,0.001,0.001,1000,6
4,0.12182981520891242,0.1429222579580492,0.29628676112182745,0.9443449493506649,0.33519874622155427,2023-07-14_08:09:29,0.12342888649592547,0.48999999999999994,16,0.001,0.001,1000,6
5,0.12176813930273075,0.02065011617751184,0.29607617141934817,0.9549410837426128,0.30133511695642773,2023-07-14_08:09:29,0.12342888649592547,0.48999999999999994,16,0.001,0.001,1000,6
8,0.1217393409460783,0.004567968136005172,0.3086211901526993,0.9511740611769436,0.3137786592036858,2023-07-14_08:09:29,0.020744692953370187,0.24009999999999995,16,0.001,0.001,1000,6
10,0.12173890322446823,-0.0003687557561748928,0.3092528010895262,0.9509797942319669,0.31440744838869744,2023-07-14_08:09:29,0.0049808007781041806,0.16806999999999994,16,0.001,0.001,1000,6
0,0.12797302938997746,-4.730018144258383e-17,-8.542604044480502e-18,1.0,0.0,2023-07-14_08:09:50,0.2679491924311227,0.7,16,0.001,0.001,1000,6
1,0.1226147897541523,-0.08246161455476944,0.24533116441414718,0.9659258262890684,0.2617993877991489,2023-07-14_08:09:50,0.2679491924311227,0.7,16,0.001,0.001,1000,6
2,0.1210215855389836,-0.33734138598741525,0.22072546520264671,0.9151399118775035,0.4149414842786801,2023-07-14_08:09:50,0.2679491924311227,0.7,16,0.001,0.001,1000,6
3,0.11953824013471623,-0.5503173674009423,0.29218588394026745,0.7821625178714083,0.6726673093190598,2023-07-14_08:09:50,0.2679491924311227,0.7,16,0.001,0.001,1000,6
8,0.11953663080930892,-0.5483990901880405,0.28585512578937244,0.785840495864696,0.6667422891581168,2023-07-14_08:09:50,0.007568901485133025,0.16806999999999994,16,0.001,0.001,1000,6
0,0.1231730468571186,-4.730018144258383e-17,-8.542604044480502e-18,1.0,0.0,2023-07-14_08:10:12,0.36397023426620234,0.7,16,0.001,0.001,1000,6
1,0.11780760809779216,-0.18468957760779636,-0.2878672234964667,0.9396926207859084,0.3490658503988658,2023-07-14_08:10:12,0.36397023426620234,0.7,16,0.001,0.001,1000,6
2,0.11753634922206423,-0.5081070645144234,-0.2204144382500029,0.832613167324101,0.5869870962249891,2023-07-14_08:10:12,0.36397023426620234,0.7,16,0.001,0.001,1000,6
4,0.11663957685232251,-0.6821026971798126,-0.292737354968237,0.6701050302051353,0.836446049017909,2023-07-14_08:10:12,0.25477916398634165,0.48999999999999994,16,0.001,0.001,1000,6
5,0.11578194424510099,-0.8393480328820323,-0.18201906533939285,0.5122147396844772,1.0330348088081505,2023-07-14_08:10:12,0.25477916398634165,0.48999999999999994,16,0.001,0.001,1000,6
7,0.11540988832712222,-0.8813622418420461,-0.23656909252693042,0.408944572180812,1.1494991228993239,2023-07-14_08:10:12,0.12484179035330739,0.3429999999999999,16,0.001,0.001,1000,6
